Observation,FLC,Dataset,Method,DGM.Y,DGM.X,Censoring,SampleSize,ExtraVars,Cindex2.5,Cindex10,Cindex50,Cindex80,Cindex90,Cindex97.5,IBS,qloss2.5,qloss10,qloss50,qloss80,qloss90,qloss97.5
7341,123,1224,CIF,AFT,Sine,70,400,Conf,0.845137352,0.864666059,0.821833095,0.738445515,0.735711496,0.590613201,0.069679546,0.272634411,1.08281325,5.234239152,8.222303005,9.177216825,9.894557628
7342,123,1224,RotSF,AFT,Sine,70,400,Conf,0.843119385,0.86329905,0.822744434,0.779130322,0.774117953,0.679729202,0.056312026,0.271289213,1.074805809,5.238275295,8.200217491,9.169925091,9.893794868
7343,123,1224,ORSF,AFT,Sine,70,400,Conf,0.835828668,0.86147637,0.852688452,0.689102981,0.522392918,0.5,0.07340198,0.272688788,1.083340134,5.218049811,8.224486022,9.184317307,9.895080409
7344,123,1224,RIST,AFT,Sine,70,400,Conf,0.834071084,0.853079026,0.839213644,0.771123552,0.690665278,0.5,0.072503406,0.272427144,1.083209103,5.220727462,8.213198309,9.179464216,9.895080409
7345,123,1225,logrank,AFT,Sine,70,400,Conf,0.691626706,0.753780893,0.808926595,0.579613919,0.5,0.5,0.098631311,0.279349073,1.109607143,5.420888502,8.547613742,9.542808412,10.28172013
7346,123,1225,L1,AFT,Sine,70,400,Conf,0.778433542,0.809172507,0.768289684,0.532091479,0.484384606,0.484507562,0.098631311,0.278744763,1.103818069,5.507041958,8.441863868,9.28732536,9.908263997
7347,123,1225,CIF,AFT,Sine,70,400,Conf,0.800934465,0.821222181,0.831120128,0.705213328,0.535165376,0.5,0.077970661,0.27946874,1.109577578,5.383532468,8.54016245,9.5421588,10.28172013
7348,123,1225,RotSF,AFT,Sine,70,400,Conf,0.802471413,0.816242469,0.816242469,0.774498955,0.698758146,0.536702324,0.065889995,0.27846718,1.106878535,5.390943701,8.512424303,9.532987149,10.28117493
7349,123,1225,ORSF,AFT,Sine,70,400,Conf,0.760850855,0.814889955,0.816119513,0.593077585,0.5,0.5,0.084879064,0.279477276,1.110189779,5.389196163,8.549265264,9.542678489,10.28172013
7350,123,1225,RIST,AFT,Sine,70,400,Conf,0.753719415,0.795094061,0.7974917,0.556559695,0.510451248,0.5,0.091760667,0.279290152,1.109930584,5.395338681,8.549567533,9.541526099,10.28172013
7351,123,1226,logrank,AFT,Sine,70,400,Conf,0.739297945,0.784246575,0.807240705,0.538405088,0.5,0.5,0.091616512,0.239955854,0.948508386,4.626641653,7.334754341,8.21844609,8.880379805
7352,123,1226,L1,AFT,Sine,70,400,Conf,0.796722114,0.829500978,0.773238748,0.635518591,0.633317025,0.633317025,0.091616512,0.239844277,0.963710143,4.658576659,7.026145612,7.755918962,8.300540172
7353,123,1226,CIF,AFT,Sine,70,400,Conf,0.812622309,0.834271037,0.866499511,0.577849804,0.5,0.5,0.083455084,0.23996961,0.950894539,4.621707559,7.333953645,8.21844609,8.880379805
7354,123,1226,RotSF,AFT,Sine,70,400,Conf,0.854452055,0.877201566,0.866132583,0.812805773,0.693737769,0.523727984,0.067636106,0.237973094,0.938522565,4.613335147,7.320621881,8.215639855,8.880346805
7355,123,1226,ORSF,AFT,Sine,70,400,Conf,0.774217221,0.830479452,0.826565558,0.555956458,0.496758806,0.5,0.08896707,0.240022933,0.95249605,4.626566729,7.339343533,8.219040087,8.880379805
7356,123,1226,RIST,AFT,Sine,70,400,Conf,0.769691781,0.824119374,0.789505871,0.699669765,0.5,0.5,0.085448489,0.239786085,0.950325901,4.637849223,7.327194786,8.21844609,8.880379805
7357,123,1227,logrank,AFT,Sine,70,400,Conf,0.779492506,0.823119157,0.867561953,0.647054459,0.555126873,0.514319632,0.047874093,0.297090137,1.170491391,5.64104612,8.941963459,9.999100637,10.77802451
7358,123,1227,L1,AFT,Sine,70,400,Conf,0.83387743,0.865484493,0.847232527,0.765098679,0.702255528,0.672354949,0.047874093,0.296801882,1.16232276,5.605889425,8.788304771,9.797185699,10.53973999
7359,123,1227,CIF,AFT,Sine,70,400,Conf,0.846638967,0.862219914,0.892343078,0.80887372,0.749666123,0.609289212,0.039550831,0.297592897,1.182212131,5.648616718,8.927430948,9.991266888,10.7775888
7360,123,1227,RotSF,AFT,Sine,70,400,Conf,0.894865707,0.898278676,0.898130286,0.863926399,0.860810209,0.769550378,0.026647951,0.293899174,1.166720677,5.676007139,8.949584899,10.00190101,10.79174447
7361,123,1227,ORSF,AFT,Sine,70,400,Conf,0.864371568,0.877578276,0.902211011,0.659074047,0.529084434,0.5,0.050893533,0.297616981,1.18343376,5.643481869,8.953672768,10.00053452,10.77818506
7362,123,1227,RIST,AFT,Sine,70,400,Conf,0.828683781,0.846416382,0.837958154,0.790770144,0.662338626,0.567591631,0.046572949,0.29695674,1.181124327,5.667242755,8.940090946,9.991750949,10.77758447
7363,123,1228,logrank,AFT,Sine,70,400,Conf,0.774213836,0.804402516,0.784669811,0.643003145,0.51509434,0.5,0.080317925,0.304467023,1.211164819,5.914081617,9.335820395,10.46815324,11.30939583
7364,123,1228,L1,AFT,Sine,70,400,Conf,0.797720126,0.806525157,0.787735849,0.702515723,0.679559748,0.663836478,0.080317925,0.303808908,1.242011769,5.856282846,9.113360473,10.16253364,10.9399305
7365,123,1228,CIF,AFT,Sine,70,400,Conf,0.818632075,0.823977987,0.827358491,0.795125786,0.777437107,0.5,0.06424758,0.305582263,1.212391371,5.904144176,9.336428622,10.46646718,11.30939583
7366,123,1228,RotSF,AFT,Sine,70,400,Conf,0.802830189,0.825707547,0.830896226,0.79158805,0.767374214,0.776808176,0.063149416,0.304344407,1.214664974,5.89833149,9.344612147,10.48556094,11.31702917
7367,123,1228,ORSF,AFT,Sine,70,400,Conf,0.833176101,0.856367925,0.853301887,0.703616352,0.523506289,0.5,0.062767128,0.305791419,1.214776914,5.912021689,9.337274303,10.46795867,11.30939583
7368,123,1228,RIST,AFT,Sine,70,400,Conf,0.806132075,0.81336478,0.805031447,0.797562893,0.705503145,0.52995283,0.066416047,0.30549572,1.211316489,5.905729571,9.329419017,10.46318994,11.30934341
7369,123,1229,logrank,AFT,Sine,70,400,Conf,0.746172557,0.783016168,0.811346401,0.555658893,0.527042495,0.5,0.073924192,0.516490655,2.058252718,10.16390592,16.19917573,18.19709056,19.69473314
7370,123,1229,L1,AFT,Sine,70,400,Conf,0.822220632,0.832093289,0.834597224,0.670553727,0.638288739,0.638288739,0.073924192,0.516127626,2.045641528,10.11040842,15.87008406,17.74166499,19.14010518
7371,123,1229,CIF,AFT,Sine,70,400,Conf,0.855272571,0.85448562,0.880884247,0.595864931,0.513163543,0.5,0.071613448,0.516902374,2.059593249,10.15673481,16.19923844,18.19758998,19.69473314
7372,123,1229,RotSF,AFT,Sine,70,400,Conf,0.820217485,0.828659322,0.870367721,0.820789813,0.717198455,0.561024467,0.060410113,0.516062158,2.054884599,10.15400015,16.19150157,18.1954653,19.69462824
7373,123,1229,ORSF,AFT,Sine,70,400,Conf,0.804478466,0.820002862,0.830161683,0.597367291,0.5,0.5,0.077249289,0.516923297,2.061630614,10.1683794,16.19835824,18.19763918,19.69473314
7374,123,1229,RIST,AFT,Sine,70,400,Conf,0.786664759,0.829589355,0.820074403,0.617756474,0.547002432,0.5,0.076004585,0.516694275,2.060526219,10.16421218,16.19671471,18.19682425,19.69473314
7375,123,1230,logrank,AFT,Sine,70,400,Conf,0.805155699,0.846577556,0.862220917,0.729876616,0.565584606,0.5,0.056469916,0.363497451,1.441107246,7.065934266,11.23003546,12.60099873,13.61857271
7376,123,1230,L1,AFT,Sine,70,400,Conf,0.851938895,0.876248531,0.906433608,0.803099295,0.75903349,0.739864865,0.056469916,0.363641415,1.434852755,6.985946545,10.88145168,12.12262784,13.03335744
7377,123,1230,CIF,AFT,Sine,70,400,Conf,0.843860165,0.867068155,0.895637485,0.816392479,0.564923619,0.5,0.053944141,0.364371302,1.449135422,7.064523055,11.23429325,12.60179487,13.61857271
7378,123,1230,RotSF,AFT,Sine,70,400,Conf,0.842611633,0.865158637,0.870887192,0.849221504,0.827115159,0.773648649,0.047411521,0.362678098,1.439663105,7.065717026,11.22922327,12.60496433,13.61795622
7379,123,1230,ORSF,AFT,Sine,70,400,Conf,0.838498825,0.873678026,0.889762045,0.732079906,0.51123678,0.5,0.056771023,0.364358237,1.449375298,7.069697862,11.2347627,12.60207933,13.61857271
7380,123,1230,RIST,AFT,Sine,70,400,Conf,0.795534665,0.831448296,0.854876616,0.747723267,0.600984136,0.51123678,0.057368049,0.363989299,1.450119934,7.076272873,11.2279519,12.59913599,13.61849481
7381,124,1231,logrank,AFT,Sine,70,1700,Conf,0.880804749,0.887203166,0.903430079,0.800527704,0.668139842,0.565105541,0.034725887,0.335427555,1.306690527,6.445294996,10.19765575,11.39433658,12.26332625
7382,124,1231,L1,AFT,Sine,70,1700,Conf,0.906596306,0.918733509,0.906332454,0.877836412,0.835686016,0.796569921,0.034725887,0.334036992,1.333323697,6.492871698,10.20690223,11.40541134,12.28951265
7383,124,1231,CIF,AFT,Sine,70,1700,Conf,0.921569921,0.922427441,0.924274406,0.900395778,0.85323219,0.703825858,0.024665258,0.336304209,1.324849926,6.434973626,10.23685227,11.47220178,12.37669158
7384,124,1231,RotSF,AFT,Sine,70,1700,Conf,0.910620053,0.916952507,0.919722955,0.899340369,0.875593668,0.831002639,0.020844071,0.33362688,1.318193346,6.451716874,10.26527572,11.51252918,12.43345558
7385,124,1231,ORSF,AFT,Sine,70,1700,Conf,0.899868074,0.918469657,0.939775726,0.843403694,0.675593668,0.5,0.02965513,0.336891546,1.336405469,6.39371002,10.20157361,11.3989329,12.26459195
7386,124,1231,RIST,AFT,Sine,70,1700,Conf,0.923350923,0.928166227,0.920118734,0.883509235,0.757519789,0.605408971,0.023287774,0.335801044,1.331072667,6.409333076,10.16655639,11.3823808,12.26181671
7387,124,1232,logrank,AFT,Sine,70,1700,Conf,0.882425308,0.901933216,0.905008787,0.826977153,0.623198594,0.510017575,0.037751426,0.490341659,1.935835582,9.562701834,15.18095842,17.04254571,18.4148123
7388,124,1232,L1,AFT,Sine,70,1700,Conf,0.920650264,0.924692443,0.887170475,0.851142355,0.846221441,0.835588752,0.037751426,0.482787462,1.915120647,9.468503434,14.87480062,16.62749326,17.92844526
7389,124,1232,CIF,AFT,Sine,70,1700,Conf,0.915553603,0.918717047,0.926274165,0.888488576,0.842706503,0.585588752,0.029610181,0.492521636,1.950404909,9.534242702,15.17429979,17.03236323,18.41411004
7390,124,1232,RotSF,AFT,Sine,70,1700,Conf,0.912390158,0.911247803,0.916520211,0.90026362,0.896572935,0.830755712,0.028131642,0.49088909,1.93782207,9.548032062,15.16804689,17.02086523,18.41133021
7391,124,1232,ORSF,AFT,Sine,70,1700,Conf,0.917223199,0.925746924,0.938049209,0.863884007,0.638224956,0.516344464,0.032356654,0.493258823,1.960524383,9.523154812,15.18220821,17.04257923,18.4147685
7392,124,1232,RIST,AFT,Sine,70,1700,Conf,0.919683656,0.928207381,0.925571178,0.889982425,0.798242531,0.6271529,0.028106661,0.49196947,1.95383743,9.540128696,15.16738041,17.03111393,18.41313055
7393,124,1233,logrank,AFT,Sine,70,1700,Conf,0.867466027,0.896722622,0.891207034,0.72430056,0.565067946,0.5,0.036160526,0.399993234,1.569392973,7.65737359,12.06636334,13.49321705,14.5268893
7394,124,1233,L1,AFT,Sine,70,1700,Conf,0.919584333,0.905595524,0.886171063,0.846043165,0.80303757,0.7882494,0.036160526,0.392372151,1.541543604,7.602648624,11.97616874,13.40537265,14.46380912
7395,124,1233,CIF,AFT,Sine,70,1700,Conf,0.911670663,0.906714628,0.911670663,0.894404476,0.837490008,0.673061551,0.021190789,0.403553489,1.591761481,7.640551003,12.04051946,13.46775561,14.52508207
7396,124,1233,RotSF,AFT,Sine,70,1700,Conf,0.855395683,0.865467626,0.88177458,0.861310951,0.859152678,0.804556355,0.020554601,0.399555508,1.579983734,7.656971397,12.0874591,13.49671603,14.53572495
7397,124,1233,ORSF,AFT,Sine,70,1700,Conf,0.904796163,0.92430056,0.932374101,0.7931255,0.603357314,0.5,0.030096501,0.403925716,1.603968924,7.615217145,12.06490189,13.49400291,14.5268893
7398,124,1233,RIST,AFT,Sine,70,1700,Conf,0.888489209,0.898161471,0.891207034,0.835331735,0.71558753,0.526618705,0.028181877,0.403372169,1.598125795,7.63505506,12.04709589,13.47498609,14.52641312
7399,124,1234,logrank,AFT,Sine,70,1700,Conf,0.905141844,0.912234043,0.897931442,0.757565012,0.636643026,0.511643026,0.046963768,0.418247199,1.661005783,8.164573273,12.99224127,14.5780315,15.75263471
7400,124,1234,L1,AFT,Sine,70,1700,Conf,0.922340426,0.932210402,0.911702128,0.884869976,0.847931442,0.836347518,0.046963768,0.429932715,1.686887177,8.032262319,12.61019735,14.10172014,15.20622312
7401,124,1234,CIF,AFT,Sine,70,1700,Conf,0.914893617,0.929373522,0.921099291,0.868439716,0.785401891,0.58965721,0.03942927,0.420656933,1.658048739,8.146763194,12.9850055,14.57313842,15.75245742
7402,124,1234,RotSF,AFT,Sine,70,1700,Conf,0.913002364,0.914479905,0.920153664,0.885047281,0.864539007,0.815070922,0.036600773,0.422811117,1.658838062,8.153616637,12.98179249,14.571277,15.75807888
7403,124,1234,ORSF,AFT,Sine,70,1700,Conf,0.905732861,0.922399527,0.922635934,0.818971631,0.625531915,0.511761229,0.043346603,0.421509243,1.673238468,8.154931845,12.99383555,14.57940628,15.7526121
7404,124,1234,RIST,AFT,Sine,70,1700,Conf,0.910815603,0.917553191,0.896335697,0.831028369,0.763002364,0.553368794,0.044602493,0.420890518,1.665711099,8.171482472,12.9864797,14.57256578,15.75212611
7405,124,1235,logrank,AFT,Sine,70,1700,Conf,0.881236176,0.893339887,0.898746621,0.820103219,0.704657164,0.534160727,0.034544735,0.260447347,1.032342929,5.020550176,7.944403565,8.885431214,9.570383524
7406,124,1235,L1,AFT,Sine,70,1700,Conf,0.924858688,0.930818383,0.921049398,0.849655935,0.729663308,0.688314082,0.034544735,0.296546967,1.036785152,4.959901267,7.781728437,8.674255433,9.318446416
7407,124,1235,CIF,AFT,Sine,70,1700,Conf,0.899668223,0.912140575,0.919697714,0.915642664,0.84781273,0.623986237,0.027387209,0.263382351,1.035381055,5.005045819,7.926945963,8.87865251,9.569744677
7408,124,1235,RotSF,AFT,Sine,70,1700,Conf,0.890390759,0.892049644,0.894138609,0.888547555,0.87509216,0.813283362,0.028148472,0.265270222,1.033264017,5.018038597,7.924766177,8.871715345,9.567779417
7409,124,1235,ORSF,AFT,Sine,70,1700,Conf,0.895981814,0.916318506,0.931002703,0.8436348,0.687146719,0.5,0.033375544,0.263577118,1.043237914,4.99904398,7.952880836,8.889268414,9.570834691
7410,124,1235,RIST,AFT,Sine,70,1700,Conf,0.898992381,0.901327107,0.911587614,0.874539199,0.796510199,0.632280659,0.03068943,0.263046902,1.041071213,5.016570985,7.927369396,8.878005237,9.5690756
7411,124,1236,logrank,AFT,Sine,70,1700,Conf,0.882013201,0.898349835,0.905363036,0.763778878,0.626237624,0.515924092,0.041966645,0.525206008,2.05462554,10.08723193,15.9269398,17.82248803,19.20347407
7412,124,1236,L1,AFT,Sine,70,1700,Conf,0.925990099,0.924422442,0.921369637,0.861056106,0.803630363,0.787046205,0.041966645,0.527836003,2.071449922,10.09500349,15.97567469,17.88972976,19.30899006
7413,124,1236,CIF,AFT,Sine,70,1700,Conf,0.901650165,0.9169967,0.918316832,0.913036304,0.874174917,0.653630363,0.02623413,0.523675399,2.070103873,10.01600938,15.90407502,17.82562984,19.22956139
7414,124,1236,RotSF,AFT,Sine,70,1700,Conf,0.899174917,0.898844884,0.899339934,0.883168317,0.837623762,0.795874587,0.023427886,0.519039318,2.054816263,10.12849114,16.08678496,18.02419859,19.4139594
7415,124,1236,ORSF,AFT,Sine,70,1700,Conf,0.921039604,0.9330033,0.947112211,0.812293729,0.603712871,0.53160066,0.030705902,0.524448373,2.083677576,9.983807914,15.92905255,17.8259205,19.20327114
7416,124,1236,RIST,AFT,Sine,70,1700,Conf,0.896452145,0.910066007,0.916831683,0.860561056,0.714768977,0.614768977,0.029764126,0.523747051,2.079904482,10.01314519,15.89366083,17.80421209,19.2014915
7417,124,1237,logrank,AFT,Sine,70,1700,Conf,0.8805543,0.900587438,0.902394939,0.775945172,0.65612291,0.5,0.035930525,0.340623346,1.337198806,6.516120546,10.26631379,11.47549854,12.35339436
7418,124,1237,L1,AFT,Sine,70,1700,Conf,0.909549631,0.91572526,0.88439524,0.824898328,0.784229553,0.770221419,0.035930525,0.335654882,1.320384534,6.489263295,10.24990107,11.46091128,12.35526469
7419,124,1237,CIF,AFT,Sine,70,1700,Conf,0.90864588,0.916704323,0.910679319,0.905407441,0.862780539,0.77142642,0.021728776,0.342403411,1.352114068,6.502884001,10.2819863,11.48241154,12.37776297
7420,124,1237,RotSF,AFT,Sine,70,1700,Conf,0.893809309,0.899984937,0.891700557,0.890872119,0.864738665,0.808781443,0.021044487,0.339216251,1.342594936,6.567630147,10.39506919,11.61344985,12.49510738
7421,124,1237,ORSF,AFT,Sine,70,1700,Conf,0.90066275,0.919490887,0.926871517,0.836345835,0.652432595,0.5,0.028315268,0.342919197,1.360194219,6.493699677,10.25854759,11.47960795,12.35365583
7422,124,1237,RIST,AFT,Sine,70,1700,Conf,0.898478687,0.904729628,0.905030878,0.878972737,0.766907667,0.557990661,0.025333634,0.342343416,1.356920556,6.52949082,10.23252843,11.46001867,12.35206089
7423,124,1238,logrank,AFT,Sine,70,1700,Conf,0.854834273,0.87250722,0.875532939,0.720946225,0.608650805,0.5136845,0.04367693,0.356223906,1.407903903,6.909366403,10.97504716,12.30285353,13.28085785
7424,124,1238,L1,AFT,Sine,70,1700,Conf,0.899532389,0.890592766,0.881240545,0.81027369,0.792669509,0.775340393,0.04367693,0.353212939,1.41993152,6.869665491,10.79566316,12.03506323,12.95234743
7425,124,1238,CIF,AFT,Sine,70,1700,Conf,0.890523999,0.893962316,0.899738688,0.843006464,0.738137808,0.546623573,0.035843872,0.357008466,1.410029527,6.883802316,10.96649283,12.29800336,13.28064982
7426,124,1238,RotSF,AFT,Sine,70,1700,Conf,0.856828497,0.854765507,0.864048962,0.85002063,0.822032733,0.761655893,0.039846643,0.361484754,1.411682178,6.900592933,10.96064092,12.29425126,13.28492867
7427,124,1238,ORSF,AFT,Sine,70,1700,Conf,0.894168615,0.912804291,0.921331316,0.754572961,0.605418787,0.5,0.03846586,0.357723967,1.419435235,6.88345017,10.98192709,12.30567195,13.28102116
7428,124,1238,RIST,AFT,Sine,70,1700,Conf,0.871269426,0.883991198,0.890592766,0.750240682,0.655480677,0.527025168,0.042126971,0.357389759,1.417553406,6.895228226,10.97593162,12.30093038,13.28070972
7429,124,1239,logrank,AFT,Sine,70,1700,Conf,0.835388409,0.865485932,0.869072974,0.750980832,0.690561596,0.539961888,0.055691233,0.158729232,0.613132492,2.944143293,4.570360234,5.049171226,5.385261305
7430,124,1239,L1,AFT,Sine,70,1700,Conf,0.879946194,0.875014012,0.857022755,0.793464858,0.780910212,0.774801031,0.055691233,0.153259883,0.693092693,2.830759444,4.1924374,4.577529942,4.84491013
7431,124,1239,CIF,AFT,Sine,70,1700,Conf,0.868120166,0.880170384,0.872211635,0.850521242,0.823450286,0.707151665,0.040042158,0.160521538,0.628203513,2.890171766,4.5161345,5.030227712,5.380348671
7432,124,1239,RotSF,AFT,Sine,70,1700,Conf,0.861394463,0.866775025,0.867839928,0.86100213,0.853884094,0.824290999,0.042874297,0.166259392,0.625031344,2.921586099,4.520194552,5.014538837,5.379997328
7433,124,1239,ORSF,AFT,Sine,70,1700,Conf,0.873949109,0.874229346,0.893509696,0.809158166,0.647068714,0.510144603,0.039772477,0.160654215,0.632486822,2.890566771,4.563453354,5.059771541,5.38609675
7434,124,1239,RIST,AFT,Sine,70,1700,Conf,0.847214438,0.867839928,0.858479991,0.833146508,0.779621119,0.628965363,0.043676032,0.159774998,0.630382398,2.924490457,4.518717571,5.029298241,5.383289233
7435,124,1240,logrank,AFT,Sine,70,1700,Conf,0.867441548,0.898615963,0.889277076,0.82988444,0.657954851,0.511959151,0.043021785,0.365277404,1.432916861,7.002544144,11.08099394,12.42586301,13.41062466
7436,124,1240,L1,AFT,Sine,70,1700,Conf,0.919443698,0.938188659,0.906678312,0.835124966,0.834587476,0.830690675,0.043021785,0.374915554,1.434715247,6.922216167,10.85104547,12.12100232,13.05628079
7437,124,1240,CIF,AFT,Sine,70,1700,Conf,0.913665681,0.923810804,0.929790379,0.931604407,0.852055899,0.700214996,0.031285747,0.365395893,1.435740405,6.98172714,11.06196225,12.4137121,13.40946588
7438,124,1240,RotSF,AFT,Sine,70,1700,Conf,0.909903252,0.908559527,0.921459285,0.91332975,0.899355012,0.872480516,0.031348465,0.364949487,1.442056539,6.987342044,11.06618868,12.41428198,13.41497698
7439,124,1240,ORSF,AFT,Sine,70,1700,Conf,0.909701693,0.925826391,0.93637463,0.840231121,0.674348293,0.52519484,0.037095836,0.36629337,1.449584946,6.958764398,11.08745723,12.42856267,13.41046342
7440,124,1240,RIST,AFT,Sine,70,1700,Conf,0.888403655,0.908962644,0.908828272,0.858976082,0.723931739,0.555159903,0.036164019,0.365827838,1.447588905,6.99191985,11.06925774,12.42135017,13.40985237
7441,125,1241,logrank,AFT,Piecewise,10,400,Conf,0.781037164,0.800343219,0.80718078,0.82077546,0.801871615,0.721617418,0.026634821,0.892572104,3.526697495,15.98996659,21.57633023,23.14729168,23.293796
7442,125,1241,L1,AFT,Piecewise,10,400,Conf,0.797018287,0.840644608,0.828980533,0.807877943,0.759022899,0.70397383,0.026634821,0.894273666,3.555684131,16.18351465,20.54435141,21.3836213,20.18962629
7443,125,1241,CIF,AFT,Piecewise,10,400,Conf,0.803963104,0.85405159,0.837453746,0.83592535,0.800343219,0.77674693,0.027917254,0.89470061,3.56547735,16.352976,22.64606445,24.18968891,22.84951433
7444,125,1241,RotSF,AFT,Piecewise,10,400,Conf,0.837185606,0.839974259,0.832573604,0.834531024,0.82801523,0.816753365,0.026220786,0.884576574,3.445342115,15.23479465,22.12609738,23.00056744,22.74937687
7445,125,1241,ORSF,AFT,Piecewise,10,400,Conf,0.828497882,0.85120931,0.857081568,0.853434869,0.835576768,0.798064032,0.027288155,0.894402873,3.559884178,16.40290149,22.59944317,23.16011894,22.68820241
7446,125,1241,RIST,AFT,Piecewise,10,400,Conf,0.823376414,0.835067303,0.829114603,0.843969539,0.830348045,0.807797501,0.023883643,0.887850525,3.464967193,15.24697795,21.32362578,22.82565674,22.9722179
7447,125,1242,logrank,AFT,Piecewise,10,400,Conf,0.719911116,0.783706268,0.844271614,0.841920314,0.835021446,0.80194822,0.030679274,0.822930077,3.217657251,13.35431621,17.98524604,19.34927547,19.73802793
7448,125,1242,L1,AFT,Piecewise,10,400,Conf,0.772156478,0.832980208,0.850447005,0.833393623,0.820396879,0.743475789,0.030679274,0.825303939,3.277040873,13.41760793,18.13113307,16.8902958,16.32353132
7449,125,1242,CIF,AFT,Piecewise,10,400,Conf,0.82021601,0.852074828,0.858172704,0.869231564,0.857371712,0.778073485,0.038911938,0.825885781,3.288240573,14.44854785,19.62340171,19.63073495,20.43030022
7450,125,1242,RotSF,AFT,Piecewise,10,400,Conf,0.825151155,0.833677846,0.830783939,0.820396879,0.825099478,0.812852049,0.039175823,0.81460207,3.17513313,14.03933281,19.61852412,19.68724358,19.6258465
7451,125,1242,ORSF,AFT,Piecewise,10,400,Conf,0.832566792,0.860136427,0.877138132,0.885819854,0.877654902,0.804351196,0.037643864,0.825543879,3.282615689,14.60730939,18.78049413,19.30592965,20.29156513
7452,125,1242,RIST,AFT,Piecewise,10,400,Conf,0.817037879,0.846597075,0.851273836,0.857785127,0.852126505,0.835202315,0.030812311,0.820989113,3.20211478,12.87022574,18.21090409,19.1578884,19.66357172
7453,125,1243,logrank,AFT,Piecewise,10,400,Conf,0.741896759,0.800929067,0.838848583,0.8276528,0.80651391,0.696852654,0.056046735,0.978471359,3.874867283,17.21856739,24.45121185,26.86936905,28.19539733
7454,125,1243,L1,AFT,Piecewise,10,400,Conf,0.773578997,0.812959967,0.816613602,0.778302625,0.740722376,0.669815752,0.056046735,0.98005886,3.897509073,17.29891113,22.74829289,23.76823554,22.41905519
7455,125,1243,CIF,AFT,Piecewise,10,400,Conf,0.806461715,0.83276789,0.839918576,0.823581607,0.788532804,0.648546375,0.068281508,0.980421271,3.905201069,17.91128672,24.75915861,27.64899752,28.50955036
7456,125,1243,RotSF,AFT,Piecewise,10,400,Conf,0.806774884,0.814264836,0.81092437,0.811628999,0.803512709,0.779607495,0.052990382,0.973879769,3.816007964,16.86779934,24.65755871,26.72418379,28.05695124
7457,125,1243,ORSF,AFT,Piecewise,10,400,Conf,0.80891487,0.84328514,0.868573516,0.862779895,0.827783287,0.693694869,0.062390644,0.979920891,3.898332201,17.74953495,24.14854108,27.02303682,28.34946323
7458,125,1243,RIST,AFT,Piecewise,10,400,Conf,0.814734589,0.827000365,0.845451224,0.845660003,0.82906206,0.754293022,0.052178059,0.975419216,3.825418987,16.94113935,24.49607289,26.65263278,28.17946063
7459,125,1244,logrank,AFT,Piecewise,10,400,Conf,0.734373359,0.788580733,0.823537136,0.841816367,0.840687047,0.804443744,0.028901611,0.879608158,3.491775172,15.57545443,21.30743652,22.45736347,22.90209398
7460,125,1244,L1,AFT,Piecewise,10,400,Conf,0.791811115,0.834121231,0.820648177,0.813058094,0.791023217,0.705037294,0.028901611,0.880498649,3.498127888,16.00447267,20.83390778,22.0772208,22.46703571
7461,125,1244,CIF,AFT,Piecewise,10,400,Conf,0.797956718,0.829157475,0.829656477,0.840398151,0.821987604,0.749001996,0.031891295,0.88062141,3.503807595,16.49550274,21.61621499,22.90885423,23.52440405
7462,125,1244,RotSF,AFT,Piecewise,10,400,Conf,0.828737262,0.82823826,0.824561404,0.829420107,0.823720979,0.817444059,0.036634606,0.871067453,3.358964627,16.37156762,22.24557342,22.96478184,22.80137731
7463,125,1244,ORSF,AFT,Piecewise,10,400,Conf,0.802762895,0.838349617,0.858047064,0.855210631,0.839084988,0.774529888,0.031032371,0.880717759,3.506002335,16.43612914,21.58071997,22.74644952,23.28466406
7464,125,1244,RIST,AFT,Piecewise,10,400,Conf,0.802421473,0.816971321,0.810405505,0.820070386,0.812270196,0.78718878,0.029766415,0.877055436,3.475336322,15.39845188,21.25721946,22.96684493,22.93454086
7465,125,1245,logrank,AFT,Piecewise,10,400,Conf,0.753668331,0.814292334,0.828836946,0.806878443,0.792874427,0.733975184,0.020169633,0.373112285,1.455838765,6.248903901,7.004119698,6.09937241,4.95743863
7466,125,1245,L1,AFT,Piecewise,10,400,Conf,0.775034753,0.835015188,0.83012408,0.786902126,0.736858364,0.677675951,0.020169633,0.374261083,1.474369486,6.219137588,8.082060465,7.441939834,5.763454837
7467,125,1245,CIF,AFT,Piecewise,10,400,Conf,0.780517943,0.820650775,0.836920146,0.813133913,0.789424909,0.770195129,0.021367739,0.37464036,1.484760789,6.435777756,7.880497703,7.179772827,5.885451435
7468,125,1245,RotSF,AFT,Piecewise,10,400,Conf,0.814575503,0.821526026,0.824692375,0.817870566,0.810302219,0.796916027,0.019537865,0.370621279,1.422796511,5.999182289,7.209461483,6.512201522,5.123144046
7469,125,1245,ORSF,AFT,Piecewise,10,400,Conf,0.796478402,0.832672605,0.864310354,0.845029089,0.831025073,0.794393245,0.019858752,0.374124461,1.479341902,6.328390398,7.430755725,6.328707282,5.275141033
7470,125,1245,RIST,AFT,Piecewise,10,400,Conf,0.791484323,0.809967564,0.824126036,0.813108171,0.798820985,0.770838696,0.020393516,0.369692184,1.427661142,6.262236213,6.969014952,6.478389066,4.518716727
